PROC_TRACEINFO,OP070_V1,OP090_F1,OP070_V2,OP120_R1,OP090_F2,OP110_M1,OP100_C1,OP120_R2,OP070_V3,OP090_F3,OP110_M2,OP090_F4,OP070_V3,TEST_OP070_V1,TEST_OP090_F1,TEST_OP070_V2,TEST_OP120_R1,TEST_OP090_F2,TEST_OP110_M1,TEST_OP100_C1,TEST_OP120_R2,TEST_OP070_V3,TEST_OP090_F3,TEST_OP110_M2,TEST_OP090_F4,TEST_OP070_V3
13539,149.9,155.17,143.7,113.11,12.1,12.32,0.41,11.97,6.4,22.74,10.5,103,6.41,,,,,,,,,,,,,
13540,170.7,162.52,141.6,115.79,11.86,12.4,,11.97,6.66,26.21,9.8,92.01,6.61,,,,,,,,,,,,,
13541,154.4,149.76,142.7,116.56,12.12,12.26,0.4,11.97,6.42,19.66,14.5,79.09,6.42,,,,,,,,,,,,,
13542,174.8,161.69,158.8,113.59,12.09,12.26,,11.97,6.6,24.67,14,107.19,6.61,,,,,,,,,,,,,
13543,149.4,173.24,168.2,112.77,12.06,12.29,,11.97,6.62,23.43,14.7,99.37,6.61,,,,,,,,,,,,,
13544,189.9,177.39,155.1,118.4,12.06,12.29,,11.97,6.62,22.44,20.2,103.35,6.61,,,,,,,,,,,,,
13545,157,154.98,171.3,114.12,11.89,12.21,,11.97,6.62,24.59,15.5,96.82,6.6,,,,,,,,,,,,,
13546,180.8,179.81,193.5,113.31,12.06,12.21,,11.97,6.62,26.71,17.5,102.39,6.61,,,,,,,,,,,,,
13547,148.1,150.68,135.5,116.7,12.12,12.35,0.38,11.97,6.41,23.64,9.5,106.78,6.41,,,,,,,,,,,,,
13548,171.8,164.39,178,110.94,11.85,12.28,,11.97,6.61,26.02,14.4,99.32,6.61,,,,,,,,,,,,,
13549,155.1,133.97,176,113.91,12.12,12.19,0.41,11.97,6.4,20.54,15.1,99.29,6.4,,,,,,,,,,,,,
13550,177.2,152.11,154.2,114.54,12.05,12.24,0.41,11.97,6.42,24.94,18.3,101.75,6.41,,,,,,,,,,,,,
13551,161.7,176.45,157.2,109.1,11.9,12.19,,11.97,6.62,26.52,20.2,93.91,6.61,,,,,,,,,,,,,
13552,146.8,165.04,157.5,109.08,11.88,12.19,,11.97,6.62,23.23,17,96.62,6.61,,,,,,,,,,,,,
13553,173.2,146.42,171.8,116.93,12.09,12.35,0.39,11.97,6.41,21.21,9.2,93.25,6.42,,,,,,,,,,,,,
13554,166.8,155.75,161.7,113.35,11.82,12.27,0.35,11.97,6.61,29.33,17,106.11,6.61,,,,,,,,,,,,,
13555,156.8,170.71,139.7,119.44,11.88,12.24,,11.97,6.61,25.27,21,96.1,6.6,,,,,,,,,,,,,
13556,155.6,141.69,197.5,114.24,11.71,12.23,,11.97,6.6,21.3,18,100.54,6.59,,,,,,,,,,,,,
13557,179.2,168.71,177,104.43,12.08,12.24,,11.98,6.61,24.83,26.6,103.87,6.63,,,,,,,,,,,,,
13558,131.2,145.01,141.3,116.4,12.12,12.22,0.39,11.97,6.41,21.93,18,88.66,6.41,,,,,,,,,,,,,
13559,162.5,182.5,162.8,115.5,12.05,12.3,,11.97,6.6,23.7,10.4,103.24,6.61,,,,,,,,,,,,,
13560,142,136.25,158.8,107.83,12.04,12.26,0.41,11.97,6.41,24.15,14.5,105.98,6.42,,,,,,,,,,,,,
13561,165.2,149.14,156.1,110.84,12.04,12.25,0.41,11.97,6.41,19.83,13.2,95.26,6.41,,,,,,,,,,,,,
13562,154.6,158.2,165.7,112.24,11.7,12.29,,11.97,6.61,25.82,24.1,97.06,6.61,,,,,,,,,,,,,
13563,160.4,153.08,149.7,114.1,12.12,12.17,0.4,11.97,6.41,19.51,26.7,80.67,6.41,,,,,,,,,,,,,
13564,141,154.43,176.2,111.12,12.06,12.26,0.41,11.97,6.4,21.85,15.8,104.41,6.41,,,,,,,,,,,,,
13565,150.2,140.93,156.3,114.51,12.12,12.18,0.38,11.97,6.4,16.45,15.7,82.84,6.41,,,,,,,,,,,,,
13566,148.8,162.3,137.3,112.21,12.07,12.21,,11.97,6.64,24.42,16.6,103.51,6.61,,,,,,,,,,,,,
13567,162.6,161.62,161.9,114.85,11.84,12.23,0.37,11.97,6.61,23.31,27.9,102.98,6.6,,,,,,,,,,,,,
13568,158.9,143.4,156.9,110.98,12.11,12.23,0.4,11.97,6.41,19.58,16.1,87.36,6.41,,,,,,,,,,,,,
13569,163.3,183.66,163.3,112.2,12.06,12.29,,11.97,6.62,23.94,15.7,104.99,6.6,,,,,,,,,,,,,
13570,157.6,155,171.9,118.63,12.13,12.33,0.39,11.97,6.41,21.09,13.5,98.36,6.4,,,,,,,,,,,,,
13571,183.4,160.31,194.1,111.86,11.77,12.36,,11.98,6.61,24.68,17.6,95.92,6.61,,,,,,,,,,,,,
13572,148.9,165.32,172.3,116.08,11.92,12.29,,11.97,6.6,26.41,15.8,103.5,6.62,,,,,,,,,,,,,
13573,192.2,163.06,152.4,108.93,11.82,12.25,,11.97,6.64,27.62,15.6,109.66,6.61,,,,,,,,,,,,,
13574,146.9,157.8,158.5,109.93,12.03,12.33,0.41,11.97,6.41,23.18,20.9,104.96,6.41,,,,,,,,,,,,,
13575,147.8,169.76,188.8,116.41,12.08,12.19,,11.97,6.62,22.92,26.6,97.76,6.61,,,,,,,,,,,,,
13576,149.3,177.89,159.3,114.1,12.06,12.3,,11.97,6.62,22.51,13.1,98.51,6.61,,,,,,,,,,,,,
13577,174.5,144.2,197.8,119.91,11.86,12.2,,11.97,6.62,26.45,17.1,98.31,6.41,,,,,,,,,,,,,
13578,149.3,163.01,160.6,108.93,11.89,12.31,,11.97,6.61,21.04,12.1,85.9,6.62,,,,,,,,,,,,,
13579,165,158.45,153.8,114.44,12.08,12.24,,11.97,6.62,24.97,12.1,109.21,6.61,,,,,,,,,,,,,
13580,177.1,154.97,172.8,113.74,12.03,12.19,0.41,11.97,6.4,22.56,35.2,102.79,6.44,,,,,,,,,,,,,
13581,144.1,158.5,150.2,109.66,11.83,12.18,0.39,11.97,6.61,25.28,21.4,95.62,6.61,,,,,,,,,,,,,
13582,197.6,148.21,192.7,115.51,12.04,12.35,0.41,11.97,6.27,21.69,13.7,92.85,6.43,,,,,,,,,,,,,
13583,183.4,168.62,197.4,119.57,12.09,12.17,,11.97,6.62,22.95,32.5,96.48,6.41,,,,,,,,,,,,,
13584,173.9,189.41,157.9,121.72,12.05,12.29,,11.97,6.6,24.8,16.3,111.1,6.6,,,,,,,,,,,,,
13585,165.7,175.48,171,108.9,12.06,12.19,,11.97,6.6,24.12,20.6,102.23,6.63,,,,,,,,,,,,,
13586,172,179.89,169.7,114.44,12.07,12.18,,11.97,6.62,25.28,19.7,101.21,6.61,,,,,,,,,,,,,
13587,180.6,170.53,163.7,113.37,12.06,12.25,,11.97,6.61,24.2,17.2,105.66,6.62,,,,,,,,,,,,,
13588,141.8,149.77,152.3,116.68,12.13,12.3,0.37,11.97,6.41,18.24,10.9,80.59,6.4,,,,,,,,,,,,,
13589,171.7,151.3,151.3,113.53,12.1,12.31,,11.97,6.62,22.58,18.4,96.15,6.61,,,,,,,,,,,,,
13590,179.8,151.28,163.5,115.91,12.13,12.24,0.41,11.97,6.41,18.24,15.3,81.16,6.4,,,,,,,,,,,,,
13591,148.4,144.24,174.4,115.64,11.86,12.33,0.31,11.97,6.61,25.23,11.9,99.7,6.63,,,,,,,,,,,,,
13592,147.6,151.19,130.3,114.64,11.83,12.26,0.37,11.97,6.61,26.74,15.3,100.42,6.61,,,,,,,,,,,,,
13593,151.1,144.42,142.7,115.55,11.93,12.24,,11.97,6.62,20.55,13.8,90.16,6.61,,,,,,,,,,,,,
13594,145.4,142.04,197.7,110.95,11.73,12.29,,11.97,6.61,25.33,30.5,95.91,5.88,,,,,,,,,,,,,
13595,174.3,151.63,150.8,115.93,11.75,12.31,,11.97,6.6,27.26,13.7,99.6,6.63,,,,,,,,,,,,,
13596,146.4,172.7,137.6,111.3,11.88,12.22,,11.97,6.62,21.78,14.5,91.9,6.62,,,,,,,,,,,,,
13597,162.3,180.41,158.3,111.53,12.05,12.26,,11.97,6.61,25.88,13.3,109.02,6.61,,,,,,,,,,,,,
13598,186.4,150.68,197.3,116.45,12.11,12.31,0.38,11.97,6.4,17.81,12.9,82.16,6.42,,,,,,,,,,,,,
13599,159.5,146.73,157.6,113.07,12.1,12.21,0.4,11.97,6.4,17.1,12.6,84.19,6.44,,,,,,,,,,,,,
13600,155.2,160.46,177.2,115.7,12.11,12.22,0.4,11.97,6.42,20.81,17.5,91.64,6.41,,,,,,,,,,,,,
13601,170.2,174.78,151.5,115.53,12.07,12.16,,11.98,6.62,24.02,21,101.55,6.63,,,,,,,,,,,,,
13602,146.2,151.36,161.4,105.93,12.12,12.24,0.37,11.97,6.41,24.75,12.6,92.63,6.41,,,,,,,,,,,,,
13603,159.3,159.92,141.4,107.51,12.02,12.3,0.41,11.97,6.41,23.38,13.7,102.87,6.4,,,,,,,,,,,,,
13604,164,148.12,149.5,112.05,12.03,12.18,0.41,11.97,6.41,21.66,19.1,99.42,6.41,,,,,,,,,,,,,
13605,153.4,153.5,164.5,112.46,12.06,12.19,0.41,11.97,6.41,22.54,14.3,93.99,6.41,,,,,,,,,,,,,
13606,160.3,150.4,175.1,114.82,12.08,12.28,,11.97,6.63,20.49,13.6,99.08,6.61,,,,,,,,,,,,,
13607,160.8,139.78,138.3,115.37,11.83,12.26,0.33,11.97,6.6,24.83,12.6,88.98,6.6,,,,,,,,,,,,,
13608,156.3,163.71,161,107.69,11.82,12.2,0.39,11.97,6.61,24.91,12.5,102.19,6.6,,,,,,,,,,,,,
13609,156.9,167.35,151.5,115.01,12.07,12.35,,11.97,6.62,23.42,21.8,93.75,6.62,,,,,,,,,,,,,
13610,173.8,140.68,192.1,113.97,11.86,12.19,0.4,11.97,6.63,23.55,17.2,95.87,6.6,,,,,,,,,,,,,
13611,133.8,163.98,174.7,111.89,12.08,12.35,,11.97,6.62,24.42,9.6,95.34,6.61,,,,,,,,,,,,,
13612,162.6,178.62,167.3,118.25,11.82,12.26,,11.97,6.62,26.89,16.6,99.5,6.61,,,,,,,,,,,,,
13613,146.7,150.71,141.2,115.04,12.11,12.29,0.4,11.97,6.41,17.81,11.7,80.63,6.42,,,,,,,,,,,,,
13614,141.9,149.78,152.8,113.48,12.09,12.39,0.42,11.97,6.4,18.53,26.9,80.96,6.41,,,,,,,,,,,,,
13615,139.6,155.55,168.9,112.21,12.09,12.28,0.41,11.97,6.41,23.89,14.4,106.95,6.41,,,,,,,,,,,,,
13616,166.3,171.92,142.2,111.89,11.93,12.25,,11.97,6.61,29.61,16.4,108.82,6.61,,,,,,,,,,,,,
13617,139.6,143.91,162.4,112.96,11.83,12.22,0.31,11.97,6.61,24.01,17.9,95.77,6.63,,,,,,,,,,,,,
13618,183,169.58,172.8,107.53,11.88,12.23,,11.98,6.62,26,12,95.88,6.61,,,,,,,,,,,,,
13619,164.4,149.22,183.5,111.93,11.75,12.27,,11.98,6.61,29.59,12.6,108.32,6.6,,,,,,,,,,,,,
13620,144.3,156.67,144.1,110.03,12.09,12.23,,11.97,6.61,33.65,15.1,99.5,6.62,,,,,,,,,,,,,
13621,159.3,140.86,156.4,115.87,11.87,12.21,,11.98,6.61,26.8,16,107.71,6.61,,,,,,,,,,,,,
13622,194.4,177.74,156.3,114.91,12.07,12.3,,11.97,6.62,22.16,14.2,106.01,6.61,,,,,,,,,,,,,
13623,155.3,165.85,141.2,115.94,11.92,12.14,,11.97,6.61,28.66,36.9,97.13,6.61,,,,,,,,,,,,,
13624,135.2,146.85,184,116.96,12.13,12.26,0.39,11.97,6.42,18.8,14.5,85.28,6.41,,,,,,,,,,,,,
13625,123.2,158.41,133.1,112.23,11.81,12.3,0.38,11.97,6.61,25.79,12,103.48,6.61,,,,,,,,,,,,,
13626,165.4,148.8,159.2,110.31,11.86,12.17,,11.97,6.61,26.18,16.4,101.34,6.61,,,,,,,,,,,,,
13627,123.6,167.06,133.6,114.52,11.89,12.22,,11.97,6.6,23.56,18.2,90.21,6.63,,,,,,,,,,,,,
13628,154,176.25,171.3,109,12.07,12.22,,11.97,6.63,24.69,14.4,101.97,6.61,,,,,,,,,,,,,
13629,190,171.32,164.4,118.42,12.09,12.23,,11.97,6.62,24.79,20.9,99.52,6.61,,,,,,,,,,,,,
13630,153.1,158.71,151.6,114.02,11.89,12.14,,11.97,6.62,24.35,27.6,113.38,6.63,,,,,,,,,,,,,
13631,156,160.45,157.9,114.28,11.82,12.27,0.35,11.97,6.61,25,15.4,98.42,6.61,,,,,,,,,,,,,
13632,197.8,162.14,185.3,110.93,11.77,12.24,,11.97,6.49,24.47,17.3,94.49,6.64,,,,,,,,,,,,,
13633,163.2,156.09,137.6,112.22,11.83,12.25,0.38,11.97,6.6,25.02,16.9,109.36,6.6,,,,,,,,,,,,,
13634,169.4,151.06,153.7,104.38,11.75,12.23,,11.97,6.6,26.45,14.4,107,6.62,,,,,,,,,,,,,
13635,159.7,153.7,144.3,113.36,11.89,12.25,,11.97,6.6,23.28,19.3,99.31,6.62,,,,,,,,,,,,,
13636,164.2,157.56,155.2,109.33,11.89,12.08,,11.97,6.63,31.03,38,98.87,6.6,,,,,,,,,,,,,
13637,149.2,149.67,148.5,112.25,11.89,12.23,,11.98,6.61,23.94,11.8,95.75,6.6,,,,,,,,,,,,,
13638,181.6,146.67,167.6,118.95,11.86,12.39,,11.97,6.6,28.06,11.6,107.82,6.6,,,,,,,,,,,,,
13639,160.2,142.09,152.7,110.28,12.11,12.19,0.4,11.97,6.41,17.25,16.6,80.31,6.42,,,,,,,,,,,,,
13640,144,165.34,145.5,118.09,11.73,12.36,,11.97,6.62,26.51,13.4,106.61,6.6,,,,,,,,,,,,,
13641,148.1,148.99,142.6,126.38,11.9,12.14,,11.97,6.6,26.08,22.8,100.67,6.62,,,,,,,,,,,,,
13642,173.9,159.04,167,119.25,11.88,12.25,,11.97,6.6,22.18,16,94.21,6.61,,,,,,,,,,,,,
13643,154.7,164.8,147.9,116.56,11.9,12.33,,11.97,6.61,25.74,33.7,114.21,6.62,,,,,,,,,,,,,
13644,143.1,164.81,168.5,110.49,12.06,12.28,,11.97,6.62,23.65,31.8,100.19,6.61,,,,,,,,,,,,,
13645,138.1,139.84,158.6,108.85,12.12,12.17,0.4,11.97,6.42,17.29,18.6,82.92,6.41,,,,,,,,,,,,,
13646,181,182.78,168.9,113.54,12.06,12.19,,11.97,6.64,24.05,11.9,103.85,6.61,,,,,,,,,,,,,
13647,146.8,168.54,149.1,112.96,11.88,12.21,,11.97,6.61,23.28,11.2,96.32,6.6,,,,,,,,,,,,,
13648,145.1,152.1,189.8,113.08,11.71,12.29,,11.97,6.61,23.6,22.9,95.75,6.62,,,,,,,,,,,,,
13649,147,155.6,160.6,111.75,11.9,12.27,,11.97,6.61,24.94,12.1,98.33,6.61,,,,,,,,,,,,,
13650,155.1,165.22,178,116.08,11.83,12.33,0.36,11.97,6.61,27.17,15.1,106.39,6.61,,,,,,,,,,,,,
13651,146.5,161.06,165.8,110.41,12.07,12.16,,11.98,6.62,23.96,19.6,97.78,6.62,,,,,,,,,,,,,
13652,175.5,162.47,156.6,116.15,11.74,12.33,,11.97,6.61,27.56,17.2,109.15,6.62,,,,,,,,,,,,,
13653,162.7,157.31,197.4,111.91,11.83,12.26,0.4,11.97,6.61,25.25,16.9,104.73,6.44,,,,,,,,,,,,,
13654,174.5,157.69,166.2,109.66,11.85,12.29,0.39,11.97,6.61,26.93,25.6,102.63,6.6,,,,,,,,,,,,,
13655,190.9,177.33,188.8,117.68,12.08,12.21,,11.97,6.62,24,19.9,96.29,6.61,,,,,,,,,,,,,
13656,158.8,171.03,172.8,113.98,11.88,12.24,,11.97,6.61,24.31,14.9,100.42,6.62,,,,,,,,,,,,,
13657,151.9,149.5,166.8,114.85,11.77,12.12,,11.97,6.61,21.14,20.9,89.59,6.63,,,,,,,,,,,,,
13658,174.2,149.61,150,110.22,11.9,12.21,,11.98,6.6,21.19,19,89.44,6.6,,,,,,,,,,,,,
13659,165,172.44,149,114.3,11.87,12.43,,11.97,6.63,23.92,16,100.97,6.61,,,,,,,,,,,,,
13660,197.7,133.54,178.4,117.73,12.05,12.19,0.41,11.97,6.24,21.56,17.6,94.55,6.41,,,,,,,,,,,,,
13661,157.1,183.4,176,112.63,12.06,12.2,,11.98,6.62,27.38,12.5,111.53,6.61,,,,,,,,,,,,,
13662,170.9,156.46,188,110.89,11.76,12.23,,11.97,6.61,24.35,17.3,97.48,6.63,,,,,,,,,,,,,
13663,156.9,171.5,165.4,107.48,11.89,12.2,,11.97,6.62,25.58,24,96.54,6.6,,,,,,,,,,,,,
13664,186.2,164.28,144.5,117.19,12.07,12.33,,11.97,6.61,23.41,15.2,99.64,6.61,,,,,,,,,,,,,
13665,164.3,145.44,154.8,113.55,11.83,12.24,0.3,11.98,6.63,24.97,13.1,97.12,6.61,,,,,,,,,,,,,
13666,153.9,166.89,144.9,108.53,12.06,12.18,,11.97,6.61,23.55,25.1,101.34,6.61,,,,,,,,,,,,,
13667,145,135.16,142.3,110.68,12.08,12.29,0.41,11.97,6.41,22.83,16.7,99.26,6.42,,,,,,,,,,,,,
13668,148.7,159.66,151.3,110.8,11.9,12.24,,11.97,6.61,26.48,20,104.6,6.61,,,,,,,,,,,,,
13669,140.7,149.05,159.6,113.03,12.12,12.25,0.4,11.97,6.41,19.18,18.7,80.95,6.41,,,,,,,,,,,,,
13670,173.9,167.79,169,113.18,11.83,12.25,,11.97,6.61,27.48,17.9,110.41,6.6,,,,,,,,,,,,,
13671,150.8,154.47,149.7,112.35,12.1,12.2,,11.98,6.62,27.04,17.5,99.53,6.62,,,,,,,,,,,,,
13672,146.8,133.42,148.9,122.9,12.12,12.34,0.41,11.97,6.4,23.5,17.3,97.02,6.41,,,,,,,,,,,,,
13673,149.6,168.1,147.1,112.08,11.88,12.31,,11.97,6.6,23.4,15.5,90.37,6.61,,,,,,,,,,,,,
13674,156.2,153.22,185.9,114.43,12.04,12.28,0.41,11.97,6.41,24.04,17.1,105.21,6.43,,,,,,,,,,,,,
13675,189.5,152.86,187.7,109.4,12.08,12.19,,11.97,6.61,25.15,21,101.08,6.63,,,,,,,,,,,,,
13676,146.1,150.08,142.8,109.14,12.08,12.27,0.37,11.97,6.4,22.88,14.1,103.91,6.42,,,,,,,,,,,,,
13677,157.5,155.15,159.9,113.84,12.12,12.2,0.41,11.97,6.42,19.73,20.7,94.89,6.42,,,,,,,,,,,,,
13678,163,156.87,157.9,113.24,12.12,12.19,0.39,11.97,6.41,18.82,19.7,83.96,6.41,,,,,,,,,,,,,
13679,165.3,150.1,166.1,107.65,11.77,12.28,,11.97,6.61,24.59,24.7,102.32,6.61,,,,,,,,,,,,,
13680,153.8,164.06,159.5,109.15,11.83,12.28,,11.97,6.61,25.23,13.4,107.21,6.61,,,,,,,,,,,,,
13681,157.1,162.46,160.9,110.55,11.89,12.27,,11.97,6.63,22.72,14.3,91.63,6.61,,,,,,,,,,,,,
13682,167.1,143.08,180,112.09,11.84,12.26,0.38,11.98,6.61,23.63,14.8,94.09,6.6,,,,,,,,,,,,,
13683,151.9,152.6,158.6,109.54,11.91,12.25,,11.97,6.6,21.41,11.3,92.85,6.61,,,,,,,,,,,,,
13684,150.5,148.05,148.1,111.71,11.85,12.21,0.42,11.97,6.61,24.22,13.3,96.9,6.61,,,,,,,,,,,,,
13685,155.3,164.29,159.3,112.89,11.91,12.38,,11.98,6.65,26.97,11.3,98.19,6.63,,,,,,,,,,,,,
13686,151.9,149.41,149.8,114.08,12.08,12.26,,11.97,6.62,20.28,19.8,91.26,6.61,,,,,,,,,,,,,
13687,145.9,154.19,197.4,117.74,11.71,12.26,,11.97,6.61,25.12,15.8,100.95,6.58,,,,,,,,,,,,,
13688,153.5,139.5,152.7,112.42,11.86,12.25,0.36,11.98,6.61,24.46,24.1,97.2,6.61,,,,,,,,,,,,,
13689,169.7,146.55,197.4,113.87,11.85,12.29,,11.97,6.61,26.12,16.9,108.84,6.6,,,,,,,,,,,,,
13690,158.2,167.2,163.7,112.21,12.07,12.27,,11.97,6.6,23.19,13.3,101.51,6.62,,,,,,,,,,,,,
13691,182,167.09,187.9,111.77,12.07,12.25,,11.97,6.61,31.94,16.6,101.28,6.63,,,,,,,,,,,,,
13692,139,160.88,171.5,112.67,11.73,12.24,,11.97,6.61,26.69,26.8,108.36,6.62,,,,,,,,,,,,,
13693,144.7,175.6,145.7,112.72,12.07,12.21,,11.97,6.6,24.77,18.7,104.29,6.61,,,,,,,,,,,,,
13694,197.8,166.55,187.3,115.51,11.85,12.3,,11.97,6.46,25.83,25.5,96.38,6.61,,,,,,,,,,,,,
13695,184.4,161.65,148.4,113.53,11.73,12.4,,11.97,6.61,25.23,17,99.98,6.6,,,,,,,,,,,,,
13696,176.3,154.66,158,109.15,11.91,12.27,,11.97,6.61,23.37,10.1,90.96,6.61,,,,,,,,,,,,,
13697,167,156.37,183.4,115.54,11.85,12.33,,11.97,6.61,22.39,10.2,95.42,6.6,,,,,,,,,,,,,
13698,185.8,165.28,121.5,113.61,12.06,12.21,,11.97,6.6,22.98,16.5,97.4,6.62,,,,,,,,,,,,,
13699,148.9,155.95,173.8,116.36,12.11,12.18,,11.97,6.61,22.42,15.4,96.77,6.61,,,,,,,,,,,,,
13700,176.3,153.82,168.6,114.04,11.77,12.25,,11.97,6.62,24.18,16.9,94.05,6.62,,,,,,,,,,,,,
13701,150.3,162.49,142,114.48,12.07,12.3,,11.97,6.62,22.27,12,100.23,6.63,,,,,,,,,,,,,
13702,166.4,145.14,147.5,114.33,11.84,12.28,0.41,11.97,6.6,24.58,15.5,99.03,6.61,,,,,,,,,,,,,
13703,177.4,142.91,197.7,112.68,11.71,12.33,,11.97,6.62,23.94,14.6,93.66,6.39,,,,,,,,,,,,,
13704,140.5,147.32,139.2,110.76,11.83,12.27,0.38,11.97,6.61,23.94,29.6,96.16,6.61,,,,,,,,,,,,,
13705,151.8,169.12,159.3,111.04,11.89,12.39,,11.97,6.63,24.99,9.7,98.58,6.62,,,,,,,,,,,,,
13706,149.7,149.25,143.3,109.82,11.9,12.24,,11.97,6.6,25.61,12.6,102.56,6.61,,,,,,,,,,,,,
13707,146.2,139.85,152.6,106.97,11.84,12.21,0.39,11.97,6.6,25.45,16.2,102.87,6.61,,,,,,,,,,,,,
13708,186.1,158.04,145.9,118.18,12.09,12.24,,11.97,6.62,22.97,10.4,97.37,6.62,,,,,,,,,,,,,
13709,147.9,141.95,136.7,118.69,11.89,12.31,,11.97,6.63,23.14,39,96.36,6.61,,,,,,,,,,,,,
13710,159.7,135.65,140.6,108.32,12.11,12.27,0.41,11.97,6.41,21.32,17.4,98.91,6.42,,,,,,,,,,,,,
13711,170.2,183.78,166.3,114.62,11.86,12.14,,11.98,6.62,26.78,23.8,100.99,6.62,,,,,,,,,,,,,
13712,159.2,143.58,168.9,108.9,12.12,12.2,0.38,11.97,6.41,18.33,15.6,80.34,6.41,,,,,,,,,,,,,
13713,148.3,152.91,173.8,110.65,11.83,12.33,0.29,11.97,6.61,24.66,36.2,94.4,6.61,,,,,,,,,,,,,
13714,165.8,151.09,163.8,117.88,12.12,12.31,0.41,11.97,6.41,19.69,18,101.95,6.43,,,,,,,,,,,,,
13715,162.4,161.33,172.3,112.97,11.74,12.22,,11.97,6.6,25.73,12.7,95.41,6.6,,,,,,,,,,,,,
13716,167.9,149.59,165.4,113.55,11.75,12.26,,11.97,6.6,26.51,16.8,100.16,6.61,,,,,,,,,,,,,
13717,175.4,152.29,186.5,112.96,12.13,12.21,0.4,11.97,6.41,20.35,17.3,94.33,6.42,,,,,,,,,,,,,
13718,159.4,160.43,158.2,116.84,11.81,12.37,0.37,11.97,6.61,25.93,11,93.52,6.61,,,,,,,,,,,,,
13719,160.6,172.88,160.9,109.89,11.74,12.23,,11.97,6.6,28.89,16.5,109.89,6.6,,,,,,,,,,,,,
13720,156.2,173.11,150.2,110.18,12.07,12.28,,11.97,6.62,26.34,14.1,104.86,6.63,,,,,,,,,,,,,
13721,154,137.8,148.8,117.42,12.11,12.39,0.41,11.97,6.41,23.34,12,101.39,6.41,,,,,,,,,,,,,
13722,145.3,157.22,156,112.52,12.1,12.22,,11.97,6.62,23.61,14.5,95.16,6.63,,,,,,,,,,,,,
13723,152.6,156.98,162.4,108.71,11.82,12.4,0.37,11.97,6.62,24.66,12.6,95.11,6.61,,,,,,,,,,,,,
13724,132.4,155.89,157.4,110.92,12.1,12.35,0.39,11.97,6.41,19.56,9.7,83.22,6.41,,,,,,,,,,,,,
13725,180.4,161.89,182.1,112.12,12.09,12.12,,11.97,6.61,20.09,34.4,97.77,6.6,,,,,,,,,,,,,
13726,142.6,180.4,161.7,110,11.9,12.24,,11.97,6.65,24.1,12.4,98.76,6.62,,,,,,,,,,,,,
13727,139.7,178.23,153.3,112.66,12.07,12.36,,11.97,6.6,22.99,9.4,102.18,6.62,,,,,,,,,,,,,
13728,159.7,143.11,165.5,107.62,12.13,12.24,0.38,11.97,6.4,17.7,20.5,81.15,6.46,,,,,,,,,,,,,
13729,162.5,158.47,149.9,112.3,12.11,12.21,0.39,11.97,6.42,22.07,16.8,107.7,6.41,,,,,,,,,,,,,
13730,171.4,161.35,169.5,114.76,11.83,12.12,0.37,11.97,6.6,23.32,19.6,96.13,6.6,,,,,,,,,,,,,
13731,183.4,172.79,154.9,112.73,12.07,12.19,,11.97,6.61,24.5,18.5,106.82,6.62,,,,,,,,,,,,,
13732,148.9,151.11,154.4,122.9,12.09,12.22,,11.97,6.62,24.05,32.6,93.14,6.61,,,,,,,,,,,,,
13733,174.7,137.78,193.3,116.85,12.07,12.25,0.41,11.97,6.41,22.85,16.4,100.2,6.41,,,,,,,,,,,,,
13734,157,151.81,185.1,110.72,11.75,12.3,,11.97,6.6,25.71,16.4,97.67,6.6,,,,,,,,,,,,,
13735,145.1,150.46,158.1,119.65,11.82,12.09,0.4,11.97,6.61,25.05,34.5,105.5,6.62,,,,,,,,,,,,,
13736,155.9,132.28,198.1,115.89,11.73,12.27,,11.97,6.62,26.35,13.6,97.42,5.85,,,,,,,,,,,,,
13737,197.4,165.19,181.4,113.68,12.08,12.24,,11.97,6.58,21.34,27.6,99.66,6.6,,,,,,,,,,,,,
13738,164.3,156.54,177.2,111.72,12.08,12.24,,11.97,6.62,23.1,38.6,101.2,6.61,,,,,,,,,,,,,
13739,161.2,169.8,168.4,117.48,11.83,12.26,,11.97,6.61,26.56,13.5,102.35,6.6,,,,,,,,,,,,,
13740,176,155.83,163.9,118.97,12.12,12.23,0.37,11.97,6.41,18.7,17.4,95.09,6.41,,,,,,,,,,,,,
13741,197.7,139.89,140.2,112.31,11.83,12.33,0.35,11.97,6.47,22.69,16.5,94.1,6.61,,,,,,,,,,,,,
13742,157.7,184.01,163.7,116,12.06,12.23,,11.97,6.61,28.73,16.9,106.4,6.61,,,,,,,,,,,,,
13743,163.3,155.58,162.1,114.59,12.07,12.26,,11.97,6.62,24.94,13.6,101.02,6.6,,,,,,,,,,,,,
13744,162.8,158.8,197.7,112.52,11.86,12.27,,11.97,6.61,27.47,19.5,104.21,6.41,,,,,,,,,,,,,
13745,158.7,151.17,163.3,109.86,12.11,12.21,0.4,11.97,6.44,18.12,14.8,81.81,6.41,,,,,,,,,,,,,
13746,128,152.5,179.5,114.39,11.85,12.22,0.36,11.97,6.6,25.32,18.4,97.54,6.61,,,,,,,,,,,,,
13747,164.4,154.83,141.4,109.6,12.09,12.3,0.41,11.97,6.42,21.89,14,101.92,6.41,,,,,,,,,,,,,
13748,197.5,172.33,173.9,109.96,12.06,12.19,,11.97,6.41,23.88,17.2,95.14,6.63,,,,,,,,,,,,,
